2023-11-24T15:46:22.797791-05:00 GtRlClonerBaselineLoadStartedSignal | ClonerEvent | GToolkitForPharo9 | github://feenkcom/gtoolkit:main/src | CommandLine handler process
NewUndeclaredWarning: AbstractCandidateListOperator>>computeTemporaryVariableCandidateListFor: (TypeCollector is Undeclared)
NewUndeclaredWarning: CandidateListOperator>>computeInstanceVariableCandidateListFor: (TypeCollector is Undeclared)
NewUndeclaredWarning: MooseScripts class>>createModelForConfigurationOfMoose (ConfigurationOfMoose is Undeclared)
NewUndeclaredWarning: MooseScripts class>>createModelForConfigurationOfMoose (ConfigurationOfMoose is Undeclared)
NewUndeclaredWarning: MooseScripts class>>createModelForSeaside30 (ScriptLoader is Undeclared)
NewUndeclaredWarning: SmalltalkImporter>>createAttribute:for: (TypeCollector is Undeclared)

2023-11-24T15:53:22.638251-05:00 GtRlLoaderDirectiveActionExecutionCompletedSignal | LoaderEvent | Famix3 | GtRlPackageLoadAction | Moose-SmalltalkImporter | github://feenkcom/famix3:main/src | CommandLine handler process
2023-11-24T15:53:22.638524-05:00 GtRlLoaderDirectiveActionExecutionStartedSignal | LoaderEvent | Famix3 | GtRlPackageLoadAction | Famix-Tests-Core | github://feenkcom/famix3:main/src | CommandLine handler processNewUndeclaredWarning: FAMIXMetricTest>>model (LANPackageTestResource is Undeclared)

2023-11-24T15:53:22.954526-05:00 GtRlLoaderDirectiveActionExecutionCompletedSignal | LoaderEvent | Famix3 | GtRlPackageLoadAction | Famix-Tests-Core | github://feenkcom/famix3:main/src | CommandLine handler process
2023-11-24T15:53:22.954783-05:00 GtRlLoaderDirectiveActionExecutionStartedSignal | LoaderEvent | Famix3 | GtRlPackageLoadAction | Moose-TestResources-Reference-Core | github://feenkcom/famix3:main/src | CommandLine handler processNewUndeclaredWarning: TheRoot>>accessingUnknowVariable (york is Undeclared)

2023-11-24T15:53:23.081171-05:00 GtRlLoaderDirectiveActionExecutionCompletedSignal | LoaderEvent | Famix3 | GtRlPackageLoadAction | Moose-TestResources-Reference-Core | github://feenkcom/famix3:main/src | CommandLine handler process
2023-11-24T15:53:23.081433-05:00 GtRlLoaderDirectiveActionExecutionStartedSignal | LoaderEvent | Famix3 | GtRlPackageLoadAction | Moose-TestResources-Reference-PackageOne | github://feenkcom/famix3:main/src | CommandLine handler process
2023-11-24T15:53:23.175238-05:00 GtRlLoaderDirectiveActionExecutionCompletedSignal | LoaderEvent | Famix3 | GtRlPackageLoadAction | Moose-TestResources-Reference-PackageOne | github://feenkcom/famix3:main/src | CommandLine handler process
2023-11-24T15:53:23.175306-05:00 GtRlLoaderDirectiveActionExecutionStartedSignal | LoaderEvent | Famix3 | GtRlPackageLoadAction | Moose-TestResources-LAN | github://feenkcom/famix3:main/src | CommandLine handler process
2023-11-24T15:53:23.357543-05:00 GtRlLoaderDirectiveActionExecutionCompletedSignal | LoaderEvent | Famix3 | GtRlPackageLoadAction | Moose-TestResources-LAN | github://feenkcom/famix3:main/src | CommandLine handler process
2023-11-24T15:53:23.357791-05:00 GtRlLoaderDirectiveActionExecutionStartedSignal | LoaderEvent | Famix3 | GtRlPackageLoadAction | Moose-Tests-Core | github://feenkcom/famix3:main/src | CommandLine handler processNewUndeclaredWarning: MooseGroupTest>>model (LANPackageTestResource is Undeclared)
NewUndeclaredWarning: MooseModelTest>>model (LANPackageTestResource is Undeclared)
SystemNotification: MooseModelTest>>testPrintOn(model is shadowed)
SystemNotification: MooseModelTest>>testReferenceModel(model is shadowed)
SystemNotification: MooseModelTest>>testRemoveFromModel(model is shadowed)
SystemNotification: MooseModelTest>>testUnknownProperty(model is shadowed)
NewUndeclaredWarning: MoosePropertyGroupTest>>model (LANPackageTestResource is Undeclared)

2023-11-24T15:53:23.692916-05:00 GtRlLoaderDirectiveActionExecutionCompletedSignal | LoaderEvent | Famix3 | GtRlPackageLoadAction | Moose-Tests-Core | github://feenkcom/famix3:main/src | CommandLine handler process
2023-11-24T15:53:23.693202-05:00 GtRlLoaderDirectiveActionExecutionStartedSignal | LoaderEvent | Famix3 | GtRlPackageLoadAction | Moose-Tests-SmalltalkImporter-LAN | github://feenkcom/famix3:main/src | CommandLine handler process
2023-11-24T15:53:23.87788-05:00 GtRlLoaderDirectiveActionExecutionCompletedSignal | LoaderEvent | Famix3 | GtRlPackageLoadAction | Moose-Tests-SmalltalkImporter-LAN | github://feenkcom/famix3:main/src | CommandLine handler process
2023-11-24T15:53:23.878126-05:00 GtRlLoaderDirectiveActionExecutionStartedSignal | LoaderEvent | Famix3 | GtRlPackageLoadAction | Moose-Tests-SmalltalkImporter-Core | github://feenkcom/famix3:main/src | CommandLine handler processNewUndeclaredWarning: FamixReferenceModelImporterTest>>testExtendedClasses (SubRootModelThree is Undeclared)
NewUndeclaredWarning: FamixReferenceModelImporterTest>>testExtensionClasses (SubRootModelThree is Undeclared)
NewUndeclaredWarning: FamixReferenceModelImporterTest>>testExtensionPackage (SubRootModelThree is Undeclared)
NewUndeclaredWarning: FamixReferenceModelImporterTest>>testExtensions (SubRootModelThree is Undeclared)

2023-11-24T15:53:24.261174-05:00 GtRlLoaderDirectiveActionExecutionCompletedSignal | LoaderEvent | Famix3 | GtRlPackageLoadAction | Moose-Tests-SmalltalkImporter-Core | github://feenkcom/famix3:main/src | CommandLine handler process
2023-11-24T15:53:24.261464-05:00 GtRlLoaderDirectiveActionExecutionStartedSignal | LoaderEvent | Famix3 | GtRlPackageLoadAction | Moose-TestResources-Reference-PackageTwo | github://feenkcom/famix3:main/src | CommandLine handler process
2023-11-24T15:53:24.359146-05:00 GtRlLoaderDirectiveActionExecutionCompletedSignal | LoaderEvent | Famix3 | GtRlPackageLoadAction | Moose-TestResources-Reference-PackageTwo | github://feenkcom/famix3:main/src | CommandLine handler process
2023-11-24T15:53:24.359218-05:00 GtRlLoaderDirectiveActionExecutionStartedSignal | LoaderEvent | Famix3 | GtRlPackageLoadAction | Famix-Tests-Java | github://feenkcom/famix3:main/src | CommandLine handler process
2023-11-24T15:53:24.596842-05:00 GtRlLoaderDirectiveActionExecutionCompletedSignal | LoaderEvent | Famix3 | GtRlPackageLoadAction | Famix-Tests-Java | github://feenkcom/famix3:main/src | CommandLine handler process
2023-11-24T15:53:24.597183-05:00 GtRlLoaderDirectiveActionExecutionStartedSignal | LoaderEvent | Famix3 | GtRlPackageLoadAction | Moose-TestResources-LCOM | github://feenkcom/famix3:main/src | CommandLine handler process
2023-11-24T15:53:24.740382-05:00 GtRlLoaderDirectiveActionExecutionCompletedSignal | LoaderEvent | Famix3 | GtRlPackageLoadAction | Moose-TestResources-LCOM | github://feenkcom/famix3:main/src | CommandLine handler process
2023-11-24T15:53:24.740689-05:00 GtRlLoaderDirectiveActionExecutionStartedSignal | LoaderEvent | Famix3 | GtRlPackageLoadAction | Famix-Tests-Extensions | github://feenkcom/famix3:main/src | CommandLine handler process
2023-11-24T15:53:24.949285-05:00 GtRlLoaderDirectiveActionExecutionCompletedSignal | LoaderEvent | Famix3 | GtRlPackageLoadAction | Famix-Tests-Extensions | github://feenkcom/famix3:main/src | CommandLine handler process
2023-11-24T15:53:24.949602-05:00 GtRlLoaderDirectiveActionExecutionStartedSignal | LoaderEvent | Famix3 | GtRlPackageLoadAction | Moose-Query-Extensions | github://feenkcom/famix3:main/src | CommandLine handler process
2023-11-24T15:53:25.312111-05:00 GtRlLoaderDirectiveActionExecutionCompletedSignal | LoaderEvent | Famix3 | GtRlPackageLoadAction | Moose-Query-Extensions | github://feenkcom/famix3:main/src | CommandLine handler process
2023-11-24T15:53:25.312452-05:00 GtRlLoaderDirectiveActionExecutionStartedSignal | LoaderEvent | Famix3 | GtRlPackageLoadAction | Moose-Query-Test | github://feenkcom/famix3:main/src | CommandLine handler process
2023-11-24T15:53:25.496541-05:00 GtRlLoaderDirectiveActionExecutionCompletedSignal | LoaderEvent | Famix3 | GtRlPackageLoadAction | Moose-Query-Test | github://feenkcom/famix3:main/src | CommandLine handler process
2023-11-24T15:53:25.497264-05:00 GtRlLoaderDirectiveActionExecutionStartedSignal | LoaderEvent | Famix3SmalltalkImporter | GtRlPackageLoadAction | Moose-Query-Test | github://feenkcom/famix3:main/src | CommandLine handler process
2023-11-24T15:53:25.612042-05:00 GtRlLoaderDirectiveActionExecutionCompletedSignal | LoaderEvent | Famix3SmalltalkImporter | GtRlPackageLoadAction | Moose-Query-Test | github://feenkcom/famix3:main/src | CommandLine handler process
2023-11-24T15:53:25.61214-05:00 GtRlLoaderDirectiveActionExecutionStartedSignal | LoaderEvent | Famix3SmalltalkImporter | GtRlPackageLoadAction | Moose-TestResources-KGB-P4FullInteracted | github://feenkcom/famix3:main/src | CommandLine handler process
2023-11-24T15:53:25.717025-05:00 GtRlLoaderDirectiveActionExecutionCompletedSignal | LoaderEvent | Famix3SmalltalkImporter | GtRlPackageLoadAction | Moose-TestResources-KGB-P4FullInteracted | github://feenkcom/famix3:main/src | CommandLine handler process
2023-11-24T15:53:25.717229-05:00 GtRlLoaderDirectiveActionExecutionStartedSignal | LoaderEvent | Famix3SmalltalkImporter | GtRlPackageLoadAction | Moose-TestResources-KGB-P6InteractedReferee | github://feenkcom/famix3:main/src | CommandLine handler process
2023-11-24T15:53:25.82378-05:00 GtRlLoaderDirectiveActionExecutionCompletedSignal | LoaderEvent | Famix3SmalltalkImporter | GtRlPackageLoadAction | Moose-TestResources-KGB-P6InteractedReferee | github://feenkcom/famix3:main/src | CommandLine handler process
2023-11-24T15:53:25.82391-05:00 GtRlLoaderDirectiveActionExecutionStartedSignal | LoaderEvent | Famix3SmalltalkImporter | GtRlPackageLoadAction | Moose-TestResources-KGB-P5FullReferee | github://feenkcom/famix3:main/src | CommandLine handler process
2023-11-24T15:53:25.924149-05:00 GtRlLoaderDirectiveActionExecutionCompletedSignal | LoaderEvent | Famix3SmalltalkImporter | GtRlPackageLoadAction | Moose-TestResources-KGB-P5FullReferee | github://feenkcom/famix3:main/src | CommandLine handler process
2023-11-24T15:53:25.924374-05:00 GtRlLoaderDirectiveActionExecutionStartedSignal | LoaderEvent | Famix3SmalltalkImporter | GtRlPackageLoadAction | Moose-TestResources-KGB-P1FullReferencer | github://feenkcom/famix3:main/src | CommandLine handler process
2023-11-24T15:53:26.029197-05:00 GtRlLoaderDirectiveActionExecutionCompletedSignal | LoaderEvent | Famix3SmalltalkImporter | GtRlPackageLoadAction | Moose-TestResources-KGB-P1FullReferencer | github://feenkcom/famix3:main/src | CommandLine handler process
2023-11-24T15:53:26.029345-05:00 GtRlLoaderDirectiveActionExecutionStartedSignal | LoaderEvent | Famix3SmalltalkImporter | GtRlPackageLoadAction | Moose-TestResources-KGB-P7ReferencerReferee | github://feenkcom/famix3:main/src | CommandLine handler processNewUndeclaredWarning: M3P7C14ReferencerOutSideRefereeOutSide>>m3p7c14Mtd3 (M1P2C3ReferencerInSideRefereeOutSide is Undeclared)
NewUndeclaredWarning: M3P7C14ReferencerOutSideRefereeOutSide>>m3p7c14Mtd4 (M1P2C3ReferencerInSideRefereeOutSide is Undeclared)

2023-11-24T15:53:26.129714-05:00 GtRlLoaderDirectiveActionExecutionCompletedSignal | LoaderEvent | Famix3SmalltalkImporter | GtRlPackageLoadAction | Moose-TestResources-KGB-P7ReferencerReferee | github://feenkcom/famix3:main/src | CommandLine handler process
2023-11-24T15:53:26.129928-05:00 GtRlLoaderDirectiveActionExecutionStartedSignal | LoaderEvent | Famix3SmalltalkImporter | GtRlPackageLoadAction | Moose-TestResources-KGB-P2InteractedReferencerReferee | github://feenkcom/famix3:main/src | CommandLine handler process
2023-11-24T15:53:26.232893-05:00 GtRlLoaderDirectiveActionExecutionCompletedSignal | LoaderEvent | Famix3SmalltalkImporter | GtRlPackageLoadAction | Moose-TestResources-KGB-P2InteractedReferencerReferee | github://feenkcom/famix3:main/src | CommandLine handler process
2023-11-24T15:53:26.233036-05:00 GtRlLoaderDirectiveActionExecutionStartedSignal | LoaderEvent | Famix3SmalltalkImporter | GtRlPackageLoadAction | Moose-TestResources-KGB-P3InteractedReferencer | github://feenkcom/famix3:main/src | CommandLine handler process
2023-11-24T15:53:26.341176-05:00 GtRlLoaderDirectiveActionExecutionCompletedSignal | LoaderEvent | Famix3SmalltalkImporter | GtRlPackageLoadAction | Moose-TestResources-KGB-P3InteractedReferencer | github://feenkcom/famix3:main/src | CommandLine handler process
2023-11-24T15:53:26.341388-05:00 GtRlLoaderDirectiveActionExecutionStartedSignal | LoaderEvent | Famix3SmalltalkImporter | GtRlPackageLoadAction | Moose-TestResources-KGB-P10InteractedReferee | github://feenkcom/famix3:main/src | CommandLine handler process
2023-11-24T15:53:26.447176-05:00 GtRlLoaderDirectiveActionExecutionCompletedSignal | LoaderEvent | Famix3SmalltalkImporter | GtRlPackageLoadAction | Moose-TestResources-KGB-P10InteractedReferee | github://feenkcom/famix3:main/src | CommandLine handler process
2023-11-24T15:53:26.447356-05:00 GtRlLoaderDirectiveActionExecutionStartedSignal | LoaderEvent | Famix3SmalltalkImporter | GtRlPackageLoadAction | Moose-TestResources-KGB-P11FullReferee | github://feenkcom/famix3:main/src | CommandLine handler process
2023-11-24T15:53:26.542101-05:00 GtRlLoaderDirectiveActionExecutionCompletedSignal | LoaderEvent | Famix3SmalltalkImporter | GtRlPackageLoadAction | Moose-TestResources-KGB-P11FullReferee | github://feenkcom/famix3:main/src | CommandLine handler process
2023-11-24T15:53:26.542169-05:00 GtRlLoaderDirectiveActionExecutionStartedSignal | LoaderEvent | Famix3SmalltalkImporter | GtRlPackageLoadAction | Moose-TestResources-KGB-P9FullReferencer | github://feenkcom/famix3:main/src | CommandLine handler process
2023-11-24T15:53:26.637189-05:00 GtRlLoaderDirectiveActionExecutionCompletedSignal | LoaderEvent | Famix3SmalltalkImporter | GtRlPackageLoadAction | Moose-TestResources-KGB-P9FullReferencer | github://feenkcom/famix3:main/src | CommandLine handler process
2023-11-24T15:53:26.637383-05:00 GtRlLoaderDirectiveActionExecutionStartedSignal | LoaderEvent | Famix3SmalltalkImporter | GtRlPackageLoadAction | Moose-TestResources-KGB-P8FullReferencer | github://feenkcom/famix3:main/src | CommandLine handler process
2023-11-24T15:53:26.741319-05:00 GtRlLoaderDirectiveActionExecutionCompletedSignal | LoaderEvent | Famix3SmalltalkImporter | GtRlPackageLoadAction | Moose-TestResources-KGB-P8FullReferencer | github://feenkcom/famix3:main/src | CommandLine handler process
2023-11-24T15:53:26.741498-05:00 GtRlLoaderDirectiveActionExecutionStartedSignal | LoaderEvent | Famix3SmalltalkImporter | GtRlPackageLoadAction | Moose-TestResources-KGB-P14FullReferee | github://feenkcom/famix3:main/src | CommandLine handler process
2023-11-24T15:53:26.833878-05:00 GtRlLoaderDirectiveActionExecutionCompletedSignal | LoaderEvent | Famix3SmalltalkImporter | GtRlPackageLoadAction | Moose-TestResources-KGB-P14FullReferee | github://feenkcom/famix3:main/src | CommandLine handler process
2023-11-24T15:53:26.833972-05:00 GtRlLoaderDirectiveActionExecutionStartedSignal | LoaderEvent | Famix3SmalltalkImporter | GtRlPackageLoadAction | Moose-TestResources-KGB-P13FullReferencer | github://feenkcom/famix3:main/src | CommandLine handler process
2023-11-24T15:53:26.928347-05:00 GtRlLoaderDirectiveActionExecutionCompletedSignal | LoaderEvent | Famix3SmalltalkImporter | GtRlPackageLoadAction | Moose-TestResources-KGB-P13FullReferencer | github://feenkcom/famix3:main/src | CommandLine handler process
2023-11-24T15:53:26.928416-05:00 GtRlLoaderDirectiveActionExecutionStartedSignal | LoaderEvent | Famix3SmalltalkImporter | GtRlPackageLoadAction | Moose-TestResources-KGB-P12FullReferencer | github://feenkcom/famix3:main/src | CommandLine handler process
2023-11-24T15:53:27.021296-05:00 GtRlLoaderDirectiveActionExecutionCompletedSignal | LoaderEvent | Famix3SmalltalkImporter | GtRlPackageLoadAction | Moose-TestResources-KGB-P12FullReferencer | github://feenkcom/famix3:main/src | CommandLine handler process
2023-11-24T15:53:27.021475-05:00 GtRlLoaderDirectiveActionExecutionStartedSignal | LoaderEvent | Famix3SmalltalkImporter | GtRlPackageLoadAction | Moose-TestResources-KGB-PExtensions | github://feenkcom/famix3:main/src | CommandLine handler process
2023-11-24T15:53:27.117105-05:00 GtRlLoaderDirectiveActionExecutionCompletedSignal | LoaderEvent | Famix3SmalltalkImporter | GtRlPackageLoadAction | Moose-TestResources-KGB-PExtensions | github://feenkcom/famix3:main/src | CommandLine handler process
2023-11-24T15:53:27.117162-05:00 GtRlLoaderDirectiveActionExecutionStartedSignal | LoaderEvent | Famix3SmalltalkImporter | GtRlPackageLoadAction | Moose-TestResources-Reference-Core | github://feenkcom/famix3:main/src | CommandLine handler process
2023-11-24T15:53:27.207656-05:00 GtRlLoaderDirectiveActionExecutionCompletedSignal | LoaderEvent | Famix3SmalltalkImporter | GtRlPackageLoadAction | Moose-TestResources-Reference-Core | github://feenkcom/famix3:main/src | CommandLine handler process
2023-11-24T15:53:27.207836-05:00 GtRlLoaderDirectiveActionExecutionStartedSignal | LoaderEvent | Famix3SmalltalkImporter | GtRlPackageLoadAction | Moose-TestResources-Reference-PackageOne | github://feenkcom/famix3:main/src | CommandLine handler process
2023-11-24T15:53:27.29315-05:00 GtRlLoaderDirectiveActionExecutionCompletedSignal | LoaderEvent | Famix3SmalltalkImporter | GtRlPackageLoadAction | Moose-TestResources-Reference-PackageOne | github://feenkcom/famix3:main/src | CommandLine handler process
2023-11-24T15:53:27.293216-05:00 GtRlLoaderDirectiveActionExecutionStartedSignal | LoaderEvent | Famix3SmalltalkImporter | GtRlPackageLoadAction | Moose-TestResources-LAN | github://feenkcom/famix3:main/src | CommandLine handler process
2023-11-24T15:53:27.399377-05:00 GtRlLoaderDirectiveActionExecutionCompletedSignal | LoaderEvent | Famix3SmalltalkImporter | GtRlPackageLoadAction | Moose-TestResources-LAN | github://feenkcom/famix3:main/src | CommandLine handler process
2023-11-24T15:53:27.399445-05:00 GtRlLoaderDirectiveActionExecutionStartedSignal | LoaderEvent | Famix3SmalltalkImporter | GtRlPackageLoadAction | Moose-Tests-SmalltalkImporter-LAN | github://feenkcom/famix3:main/src | CommandLine handler process
2023-11-24T15:53:27.504483-05:00 GtRlLoaderDirectiveActionExecutionCompletedSignal | LoaderEvent | Famix3SmalltalkImporter | GtRlPackageLoadAction | Moose-Tests-SmalltalkImporter-LAN | github://feenkcom/famix3:main/src | CommandLine handler process
